#tail	head	edge_weight
Q5MIZ7	P16104	3.82602e-01
Q5MIZ7	Q9NY27	3.82602e-01
Q5MIZ7	Q53ET0	7.50000e-01
Q5MIZ7	P60510	7.50000e-01
Q5MIZ7	Q99689	6.09872e-01
P30613	P10275	5.06777e-01
Q5H9L4	P20226	3.82602e-01
Q9NQ76	P16333	7.50000e-01
Q9NQ76	P27986	7.50000e-01
Q9NQ76	P62993	7.50000e-01
Q9NQ76	P00519	7.50000e-01
Q9NQ76	P19174	7.50000e-01
Q9NQ76	P12931	7.50000e-01
Q9NQ76	P46108	7.50000e-01
Q9NQ76	P06241	7.50000e-01
Q9NVL1	P21673	6.09872e-01
P20930	Q8IY92	5.06777e-01
P20930	P40337	2.97122e-01
P20933	P02768	2.97122e-01
P20936	O60496	7.50000e-01
P20936	P08069	4.93187e-01
P20936	P49023	3.82602e-01
P20936	Q07890	3.82602e-01
P20936	P08631	3.82602e-01
P20936	P29622	1.99474e-01
P20936	Q8NAF0	1.99474e-01
P20936	O14543	7.50000e-01
P20936	P21860	7.50000e-01
P20936	Q96QB1	7.50000e-01
P20936	P10301	7.50000e-01
P20936	P07948	7.50000e-01
P20936	Q15303	7.50000e-01
P20936	P41567	1.99474e-01
P20936	O15524	5.06777e-01
P20936	P62993	3.82602e-01
P20936	P07332	3.82602e-01
P20936	Q9UM73	3.82602e-01
P20936	P08133	3.82602e-01
P20936	O43924	3.82602e-01
P20936	Q8TAM1	1.99474e-01
P20936	P43403	7.50000e-01
P20936	P51636	7.50000e-01
P20936	P06213	4.93187e-01
P20936	P17844	3.82602e-01
P20936	Q96EY1	3.82602e-01
P20936	Q14289	3.82602e-01
P20936	O14965	7.50000e-01
P20936	Q15910	1.99474e-01
P20936	Q07666	7.50000e-01
P20936	P00533	7.50000e-01
P20936	Q92574	6.09872e-01
P20936	Q07960	3.82602e-01
P20936	P19174	4.93187e-01
P20936	P09619	7.50000e-01
P20936	Q02833	3.82602e-01
P20936	P12931	3.82602e-01
P20936	P12956	1.99474e-01
P20936	P04632	7.50000e-01
P20936	Q07889	3.82602e-01
P20936	Q03135	4.93187e-01
P20936	O14807	7.50000e-01
P20936	Q8IZ69	1.99474e-01
P20936	Q13480	6.29649e-01
P20936	P10721	7.50000e-01
P20936	Q99704	7.50000e-01
P20936	P27986	3.82602e-01
P20936	P62070	7.50000e-01
P20936	P63244	7.50000e-01
P20936	P04626	7.50000e-01
P20936	P42858	7.50000e-01
P20936	P06127	4.93187e-01
P20936	P01112	7.50000e-01
P20936	P01111	7.50000e-01
P20936	P01116	7.50000e-01
P20936	P16333	3.82602e-01
P20936	Q8IZP0	2.68664e-01
P20936	P06241	3.82602e-01
Q8NFX7	P60880	3.82602e-01
Q8NFX7	Q12846	3.82602e-01
Q8TBF2	O14788	1.99474e-01
Q8TBF2	O15530	1.99474e-01
Q15573	P20226	7.50000e-01
Q15573	Q01105	7.50000e-01
Q15573	Q53T94	7.50000e-01
Q15573	P04637	3.82602e-01
Q15573	Q15572	3.82602e-01
Q15572	Q01105	7.50000e-01
Q15572	Q9Y2S0	3.82602e-01
Q15572	O15160	3.82602e-01
Q15572	Q53T94	7.50000e-01
Q15572	Q92890	1.99474e-01
Q15572	P04183	1.99474e-01
Q15572	Q15573	3.82602e-01
Q15572	Q9NYV6	3.82602e-01
Q15572	Q9H9Y6	3.82602e-01
Q15572	P02766	1.99474e-01
Q15572	O95602	3.82602e-01
Q15572	Q16637	1.99474e-01
Q15572	Q16514	7.50000e-01
Q15572	P20226	7.50000e-01
Q15572	Q9GZS1	3.82602e-01
Q15572	P04637	3.82602e-01
Q15572	P17480	3.82602e-01
Q15572	P16104	1.99474e-01
P23919	P40337	3.82602e-01
P23919	Q99459	2.97122e-01
Q9NXR8	Q15906	7.50000e-01
Q9NXR8	Q9H0E9	3.82602e-01
Q9NXR8	Q9UBU8	7.50000e-01
Q9NXR8	Q9Y4A5	7.50000e-01
Q9NXR8	Q96L91	3.82602e-01
Q9NXR8	P68133	3.82602e-01
Q9NXR8	O95619	3.82602e-01
Q9NXR8	P62805	3.82602e-01
Q9NXR8	Q9Y230	7.26178e-01
Q9NXR8	Q9NV56	7.50000e-01
Q9NXR8	Q13315	3.82602e-01
Q9NXR8	P25440	3.82602e-01
Q9NXR8	Q9H2F5	7.50000e-01
Q9NXR8	Q9NPF5	7.50000e-01
Q9NXR8	O96019	7.50000e-01
Q9NXR8	P04637	3.82602e-01
Q9NXR8	P0C0S5	3.82602e-01
Q9NXR8	P16104	3.82602e-01
Q9NXR8	Q92993	7.50000e-01
Q9NXR8	P17480	3.82602e-01
Q9NXR8	Q9Y265	7.50000e-01
Q9NXR8	Q96Q83	3.82602e-01
Q9C0H2	P27361	3.82602e-01
Q4VXU2	P50616	4.57230e-01
Q4VXU2	Q8IYD1	4.57230e-01
Q4VXU2	Q14201	4.57230e-01
Q4VXU2	Q96DH6	4.57230e-01
Q4VXU2	Q96EP5	4.57230e-01
Q4VXU2	Q9UFF9	7.10591e-01
Q4VXU2	Q58A45	7.50000e-01
Q4VXU2	Q9NY30	4.57230e-01
Q4VXU2	Q9H074	4.57230e-01
Q4VXU2	P78543	4.57230e-01
Q4VXU2	P62324	4.57230e-01
Q4VXU2	P15170	4.57230e-01
Q4VXU2	Q9UIV1	7.10591e-01
Q4VXU2	O43347	4.57230e-01
Q4VXU2	Q14106	4.57230e-01
Q68DE3	Q13952	3.82602e-01
Q00535	Q01105	3.82602e-01
Q00535	O14976	3.82602e-01
Q00535	Q13153	3.82602e-01
Q00535	P10636	7.50000e-01
Q00535	P38936	6.30897e-01
Q00535	P51805	4.57230e-01
Q00535	O14939	7.50000e-01
Q00535	Q8TDN4	2.97122e-01
Q00535	P42858	3.82602e-01
Q00535	Q6UXH1	1.99474e-01
Q00535	Q13315	3.82602e-01
Q00535	Q8NEB9	3.82602e-01
Q00535	P61764	3.82602e-01
Q00535	O60260	3.82602e-01
Q00535	Q9UD71	7.50000e-01
Q00535	P51959	3.82602e-01
Q00535	P40763	7.50000e-01
Q00535	P30279	3.82602e-01
Q00535	P78352	7.50000e-01
Q00535	O75051	4.57230e-01
Q00535	Q9UIW2	4.57230e-01
Q00535	P46527	7.50000e-01
Q00535	Q15078	7.50000e-01
Q00535	P10275	7.50000e-01
Q00535	P11234	3.82602e-01
Q00535	P62136	4.93187e-01
Q00535	Q16620	7.50000e-01
Q00535	Q16555	7.50000e-01
Q00535	P13196	1.99474e-01
Q00534	P54253	7.13029e-01
Q00534	Q16254	3.82602e-01
Q00534	P49736	7.50000e-01
Q00534	P36897	6.29649e-01
Q00534	Q15306	5.06777e-01
Q00534	O75182	3.82602e-01
Q00534	O96020	4.60478e-01
Q00534	P06400	7.50000e-01
Q00534	Q16543	3.82602e-01
Q00534	P24864	4.60478e-01
Q00534	Q08999	7.50000e-01
Q00534	P30281	7.50000e-01
Q00534	Q13547	3.82602e-01
Q00534	P17861	3.82602e-01
Q00534	Q7L590	7.50000e-01
Q00534	P28749	7.50000e-01
Q00534	P30279	7.50000e-01
Q00534	P35222	7.50000e-01
Q00534	O75688	3.82602e-01
Q00534	Q14188	3.82602e-01
Q00534	Q9Y3I1	7.50000e-01
Q00534	Q01196	7.50000e-01
Q00534	P18146	5.06777e-01
Q00534	O43463	3.82602e-01
Q00534	P24385	7.50000e-01
Q00534	Q9UIV1	3.82602e-01
Q00537	P63104	7.50000e-01
Q00537	P36897	6.29649e-01
Q00537	Q8NHU6	7.50000e-01
Q00537	P61981	7.50000e-01
Q07960	P17081	3.82602e-01
Q07960	Q92730	3.82602e-01
Q07960	Q07890	3.82602e-01
Q07960	Q8IXI1	3.82602e-01
Q07960	P20936	3.82602e-01
Q07960	O00212	3.82602e-01
Q07960	Q9HBH0	3.82602e-01
Q07960	Q12982	3.82602e-01
Q07960	P61586	7.50000e-01
Q07960	P61587	3.82602e-01
Q07960	P60763	3.82602e-01
Q07960	P52198	3.82602e-01
Q07960	Q07889	3.82602e-01
Q07960	Q9H4E5	3.82602e-01
Q07960	P85298	7.50000e-01
Q07960	P42768	3.82602e-01
Q07960	P60953	7.50000e-01
Q07960	P12931	3.82602e-01
Q07960	P15153	3.82602e-01
Q07960	P08134	3.82602e-01
Q07960	P84095	3.82602e-01
Q07960	P62745	3.82602e-01
Q07960	P63000	3.82602e-01
Q07960	Q96L33	3.82602e-01
Q07960	Q7L0Q8	3.82602e-01
Q9NXR7	Q15018	7.50000e-01
Q9NXR7	Q96RL1	3.82602e-01
Q9NXR7	Q99728	5.06777e-01
Q9NXR7	P19438	5.06777e-01
Q9NXR7	P25445	5.06777e-01
Q9NXR7	Q06609	3.82602e-01
Q9NXR7	Q6UWZ7	3.82602e-01
Q9NXR7	P51587	3.82602e-01
Q9NXR7	P38398	3.82602e-01
Q9NXR7	Q9NWV8	7.50000e-01
Q9NXR7	P46736	7.50000e-01
Q9NXR7	Q5VTD9	6.09872e-01
O00712	P08651	3.82602e-01
O00712	406991	3.82602e-01
O00712	Q14938	3.82602e-01
Q96J65	P18146	5.06777e-01
O00241	Q5TFQ8	5.06777e-01
O00241	P43405	4.57230e-01
O00241	O43914	7.50000e-01
O00716	P33992	3.82602e-01
O00716	P33993	3.82602e-01
O00716	P04198	3.82602e-01
O00716	P42771	3.82602e-01
O00716	Q15021	3.82602e-01
O00716	Q96T88	3.82602e-01
O00716	P38936	3.82602e-01
O00716	Q06609	3.82602e-01
O00716	Q9UQ80	5.06777e-01
O00716	P14635	3.82602e-01
O00716	P24864	3.82602e-01
O00716	P49736	3.82602e-01
O00716	O43683	3.82602e-01
O00716	Q9H211	3.82602e-01
O00716	P52292	3.82602e-01
O00716	Q7L590	3.82602e-01
O00716	P30304	3.82602e-01
O00716	Q01892	3.82602e-01
O00716	O96020	3.82602e-01
O00716	P06400	7.50000e-01
O00716	Q99741	3.82602e-01
O00716	Q14207	3.82602e-01
O00716	P00374	3.82602e-01
O00716	P24385	3.82602e-01
O00716	Q96KQ4	3.82602e-01
O00716	406982	3.82602e-01
O00716	Q13315	3.82602e-01
O00716	Q14566	3.82602e-01
O00716	P30281	3.82602e-01
O00716	O15392	3.82602e-01
O00716	P09884	3.82602e-01
O00716	P01106	3.82602e-01
O00716	P40692	3.82602e-01
O00716	Q14680	3.82602e-01
O00716	P06493	3.82602e-01
O00716	Q15910	3.82602e-01
O00716	P28749	3.82602e-01
O00716	P04183	3.82602e-01
O00716	P41182	3.82602e-01
O00716	O75530	3.82602e-01
O00716	Q9UQC2	3.82602e-01
O00716	O75496	3.82602e-01
O00716	O95067	3.82602e-01
O00716	Q75NE6	3.82602e-01
O00716	Q14186	4.60478e-01
O00716	Q15054	3.82602e-01
O00716	Q14188	4.60478e-01
O00716	Q01094	3.82602e-01
O00716	P10244	7.26178e-01
O00716	Q12834	3.82602e-01
O00716	P20248	3.82602e-01
O00716	P37231	3.82602e-01
O00716	P23921	3.82602e-01
O00716	P12004	3.82602e-01
Q9UBM7	Q9UKE5	7.26178e-01
Q9UBM7	Q9UKV8	5.06777e-01
Q9UBM7	Q9NPH0	3.82602e-01
Q9UBM7	O60427	7.26178e-01
Q9UBM7	Q13418	7.26178e-01
Q9UBM7	Q99608	7.26178e-01
Q9UBM7	O14656	7.26178e-01
Q9UBM4	P46108	7.50000e-01
Q9UBM4	O95433	3.82602e-01
Q5VUM1	Q8IUQ4	3.82602e-01
Q13835	O95249	3.82602e-01
Q13835	Q969Q5	3.82602e-01
Q13835	Q5MNZ9	3.82602e-01
Q7Z3T1	P38405	7.10591e-01
P40424	P42772	5.06777e-01
P40424	P35580	7.50000e-01
P40424	P09629	7.50000e-01
P40424	P14653	7.50000e-01
P40424	Q13526	3.82602e-01
P40424	P55347	7.50000e-01
P40424	P14859	4.93187e-01
P40424	Q96AQ6	3.82602e-01
P40424	P04150	3.82602e-01
P40424	P04839	6.11599e-01
P40424	P49639	3.82602e-01
P40424	P52945	3.82602e-01
P40424	P55072	3.82602e-01
P40424	P13569	7.50000e-01
P40424	P31260	5.06777e-01
P40424	P28356	3.82602e-01
P40424	P00749	6.11599e-01
P40424	P22301	3.82602e-01
P40424	P12830	5.06777e-01
P40424	Q9H9S0	3.82602e-01
P40424	P31314	3.82602e-01
P40424	P31269	7.50000e-01
P40424	P15172	3.82602e-01
P40424	Q96JM2	3.82602e-01
P40424	P09016	3.82602e-01
P40424	P40425	7.50000e-01
P40424	P05093	3.82602e-01
P40424	O00470	5.06777e-01
P40424	P26367	5.29482e-01
P40424	P17481	3.82602e-01
P40425	P40424	7.50000e-01
P40425	Q8NB16	6.09872e-01
P40425	A6NC98	6.09872e-01
P40425	Q9UQB8	6.09872e-01
P40425	P31269	7.50000e-01
P40425	O95163	6.09872e-01
P40425	Q7L5N1	6.09872e-01
P40425	Q96S38	6.09872e-01
P40425	O75935	6.09872e-01
P40425	P42285	6.09872e-01
P40425	P37198	6.09872e-01
P40425	Q96EZ8	6.09872e-01
P40425	P55347	7.50000e-01
P40425	Q9NXF8	6.09872e-01
P40425	B2RD01	1.99474e-01
P40425	P36578	6.09872e-01
P40425	P78537	6.09872e-01
P40425	Q9H7B4	6.09872e-01
P40426	Q6RW13	3.82602e-01
P40426	P31269	4.93187e-01
P40429	P18621	3.82602e-01
P40429	P05386	3.82602e-01
P40429	P50914	3.82602e-01
P40429	Q9UKV8	5.06777e-01
P40429	Q8NBJ4	6.09872e-01
P40429	P47914	3.82602e-01
P40429	Q9UNX3	3.82602e-01
P40429	Q9Y3U8	3.82602e-01
P40429	P61353	3.82602e-01
P40429	P83881	3.82602e-01
P40429	O43293	3.82602e-01
P40429	P62424	3.82602e-01
P40429	P42766	3.82602e-01
P40429	P49207	3.82602e-01
P40429	P62910	3.82602e-01
P40429	P46776	3.82602e-01
P40429	P61513	3.82602e-01
P40429	P62913	3.82602e-01
P40429	Q9UL18	5.06777e-01
P40429	Q02543	3.82602e-01
P40429	P61254	3.82602e-01
P40429	P05387	3.82602e-01
P40429	Q92901	3.82602e-01
P40429	P62891	3.82602e-01
P40429	P62750	3.82602e-01
P40429	P62899	3.82602e-01
P40429	P18077	3.82602e-01
P40429	P26373	3.82602e-01
P40429	P36578	3.82602e-01
P40429	P63173	3.82602e-01
P40429	P62917	3.82602e-01
P40429	P05388	3.82602e-01
P40429	P62906	3.82602e-01
P40429	P39023	3.82602e-01
P40429	P83731	3.82602e-01
P40429	P46777	3.82602e-01
P40429	Q8NFZ0	3.82602e-01
P40429	P61313	3.82602e-01
P40429	P46778	3.82602e-01
P40429	P46779	3.82602e-01
P40429	P62945	3.82602e-01
P40429	P62829	3.82602e-01
P40429	P35268	3.82602e-01
P40429	P53355	3.82602e-01
P40429	P18124	3.82602e-01
P40429	P84098	3.82602e-01
P40429	P62987	3.82602e-01
P40429	P27635	3.82602e-01
P40429	P62888	3.82602e-01
P40429	Q07020	3.82602e-01
P40429	Q07021	3.82602e-01
P40429	P32969	3.82602e-01
P40429	P61927	3.82602e-01
P40429	Q02878	3.82602e-01
P40429	P30050	3.82602e-01
Q7Z3T8	Q9Y3C5	6.09872e-01
Q7Z3T8	P36894	5.06777e-01
Q7Z3T8	Q15796	7.50000e-01
Q7Z3T8	P62136	6.09872e-01
Q7Z3T8	P36896	5.06777e-01
Q7Z3T8	P36897	7.50000e-01
Q7Z3T8	P84022	7.50000e-01
Q7Z3T8	Q15075	7.50000e-01
Q7Z3T8	Q13485	7.50000e-01
Q7Z3T8	O60784	7.50000e-01
Q13838	P06730	2.97122e-01
Q13838	Q13509	3.82602e-01
Q13838	O00148	6.09872e-01
Q13838	P82979	6.09872e-01
Q13838	P04350	3.48870e-01
Q13838	Q8WVV9	6.09872e-01
Q13838	P62993	7.50000e-01
Q13838	P25786	3.82602e-01
Q13838	Q13569	6.09872e-01
Q13838	Q6Y2X3	6.09872e-01
Q13838	P62244	6.09872e-01
Q13838	Q86V81	7.50000e-01
Q13838	P50570	3.82602e-01
Q13838	O75928	6.09872e-01
Q13838	Q9UKY1	6.09872e-01
Q13838	Q9NRL3	6.09872e-01
Q13838	A0JLT2	3.82602e-01
Q13838	Q99459	2.97122e-01
Q13838	Q06265	6.09872e-01
Q13838	P26368	7.50000e-01
Q13838	Q9NWF9	3.82602e-01
Q13838	Q9H2X6	6.09872e-01
Q13838	Q13573	2.97122e-01
Q13838	P61981	7.50000e-01
Q13838	P07437	3.82602e-01
Q13838	Q9Y3Y2	1.99474e-01
P08842	P21281	3.95119e-01
P08842	P22681	7.50000e-01
P03891	P03915	3.82602e-01
P03891	O00483	3.82602e-01
P03891	O75251	3.82602e-01
P03891	Q16795	3.82602e-01
P03891	O96000	3.82602e-01
P03891	O00217	3.82602e-01
P03891	P03886	3.82602e-01
P03891	O95182	3.82602e-01
P03891	O95168	3.82602e-01
P03891	O95169	3.82602e-01
P03891	O95167	3.82602e-01
P03891	O14561	3.82602e-01
P03891	O43674	3.82602e-01
P03891	O43677	3.82602e-01
P03891	O43676	3.82602e-01
P03891	O43678	3.82602e-01
P03891	Q86Y39	3.82602e-01
P03891	O15239	3.82602e-01
P03891	P03923	3.82602e-01
P03891	P03901	3.82602e-01
P03891	O75438	3.82602e-01
P03891	P51970	3.82602e-01
P03891	O95139	3.82602e-01
P03891	P17568	3.82602e-01
P03891	O95178	3.82602e-01
P03891	Q9UI09	3.82602e-01
P03891	Q9Y6M9	3.82602e-01
P03891	P03905	3.82602e-01
P03891	Q9NX14	3.82602e-01
P03891	O95298	3.82602e-01
P03891	O95299	3.82602e-01
P03891	Q9P0J0	3.82602e-01
P03891	P56556	3.82602e-01
P03891	P03897	3.82602e-01
P48960	P12931	7.50000e-01
P03897	P03915	3.82602e-01
P03897	O00483	3.82602e-01
P03897	P03923	3.82602e-01
P03897	Q16795	3.82602e-01
P03897	O96000	3.82602e-01
P03897	O00217	3.82602e-01
P03897	P03886	3.82602e-01
P03897	O95182	3.82602e-01
P03897	O95168	3.82602e-01
P03897	Q9UI09	3.82602e-01
P03897	Q9NX14	3.82602e-01
P03897	O14561	3.82602e-01
P03897	O43674	3.82602e-01
P03897	O43677	3.82602e-01
P03897	O43676	3.82602e-01
P03897	O43678	3.82602e-01
P03897	Q86Y39	3.82602e-01
P03897	O15239	3.82602e-01
P03897	O75251	3.82602e-01
P03897	P03901	3.82602e-01
P03897	O75438	3.82602e-01
P03897	P51970	3.82602e-01
P03897	O95299	3.82602e-01
P03897	O95139	3.82602e-01
P03897	P17568	3.82602e-01
P03897	O95178	3.82602e-01
P03897	O95169	3.82602e-01
P03897	Q9Y6M9	3.82602e-01
P03897	P03905	3.82602e-01
P03897	O95167	3.82602e-01
P03897	O95298	3.82602e-01
P03897	P03891	3.82602e-01
P03897	Q9P0J0	3.82602e-01
P03897	P56556	3.82602e-01
P02768	Q01432	2.97122e-01
P02768	P08779	2.97122e-01
P02768	Q9GZM6	2.97122e-01
P02768	P55899	6.30897e-01
P02768	Q00005	4.93187e-01
P02768	Q9H6Q3	2.97122e-01
P02768	P20933	2.97122e-01
P02768	Q9BUN8	2.97122e-01
P02768	Q9UBS5	2.97122e-01
P02768	Q8WZ42	2.97122e-01
P02768	P35527	2.97122e-01
P02768	Q14524	2.97122e-01
P02768	P10124	3.82602e-01
P02768	P06396	2.97122e-01
P02768	Q9P0X4	2.97122e-01
P02768	P02790	2.97122e-01
P02768	Q16891	1.99474e-01
P02768	Q7Z392	2.97122e-01
P02768	P02787	2.97122e-01
P02768	Q9UQC9	2.97122e-01
P02768	P02775	2.97122e-01
P02768	P25067	4.93187e-01
P02768	Q9H6Z4	2.97122e-01
P02768	P19827	2.97122e-01
P02768	P07711	2.97122e-01
P02768	P01834	2.97122e-01
P02768	Q8TDY8	2.97122e-01
P02768	O75112	2.97122e-01
P02768	Q9UPY3	2.97122e-01
P02768	Q8TDN4	2.97122e-01
P02768	P11532	2.97122e-01
P02768	O60239	2.97122e-01
P02768	Q68DD2	2.97122e-01
P02768	P04259	2.97122e-01
P02768	Q15758	2.97122e-01
P02768	P02765	2.97122e-01
P02768	P02766	2.97122e-01
P02768	P47893	2.97122e-01
P02768	Q9UKG9	2.97122e-01
P02768	Q8ND99	2.97122e-01
P02768	P14136	2.97122e-01
P02768	P04264	2.97122e-01
P02768	Q8TAG9	2.97122e-01
P02768	Q9NZJ4	2.97122e-01
P02768	Q86YC2	2.97122e-01
P02768	P02671	2.97122e-01
P02768	Q8NHM4	2.97122e-01
P02768	P49792	2.97122e-01
P02768	P18084	2.97122e-01
P02768	P07288	2.97122e-01
P02768	P05155	2.97122e-01
P02768	Q92628	2.97122e-01
P02768	P35368	2.97122e-01
P02768	Q9HCM1	2.97122e-01
P02768	Q12791	2.97122e-01
P02768	Q92833	2.97122e-01
P02768	P13645	2.97122e-01
P02768	P13646	2.97122e-01
P02768	P01859	2.97122e-01
P02768	Q96HM7	2.97122e-01
P02768	Q9H5V8	2.97122e-01
P02768	P00738	2.97122e-01
P02768	P01857	2.97122e-01
P02768	Q9Y2E8	2.97122e-01
P02768	O15320	2.97122e-01
P02768	Q07343	2.97122e-01
P02768	Q9BTX7	2.97122e-01
P02768	P07477	2.97122e-01
P02768	P43146	2.97122e-01
P02768	Q08174	2.97122e-01
P02768	P06727	2.97122e-01
P02768	P50502	2.97122e-01
P02768	Q92736	2.97122e-01
P02768	Q9Y2W1	2.97122e-01
P02768	Q15714	2.97122e-01
P02768	O43561	2.97122e-01
P02768	O60281	2.97122e-01
P02768	Q8NHC8	2.97122e-01
P02768	Q9Y4G6	2.97122e-01
P02768	Q5T442	2.97122e-01
P02768	P35030	2.97122e-01
P02768	O75147	2.97122e-01
P02768	Q9BXH1	2.97122e-01
P02768	P02751	2.97122e-01
P02768	P81605	2.97122e-01
P02768	P08709	2.97122e-01
P02768	Q8IWB4	2.97122e-01
P02768	Q6DJT9	2.97122e-01
P02768	P00734	2.97122e-01
P02768	P06493	6.28963e-01
P02768	O75419	2.97122e-01
P02768	P82279	2.97122e-01
P02768	O60925	1.99474e-01
P02768	P98164	3.82602e-01
P02768	P08603	2.97122e-01
P02768	Q9UNY5	2.97122e-01
P02768	P35555	4.93187e-01
P02768	P01876	2.97122e-01
P02768	P13647	2.97122e-01
P02768	Q13129	2.97122e-01
P02768	P10720	2.97122e-01
P02768	Q16531	2.97122e-01
P02768	P12829	2.97122e-01
P02768	Q9Y383	3.48870e-01
P02768	Q9H974	2.97122e-01
P02768	O75791	2.97122e-01
P02768	P00751	2.97122e-01
P02768	Q8IY92	5.06777e-01
P02768	P01034	2.97122e-01
P02768	P17301	2.97122e-01
P02768	P02649	2.97122e-01
P02768	Q92616	2.97122e-01
P02768	Q9H7N4	2.97122e-01
P02768	P55001	4.93187e-01
P02768	P02647	2.97122e-01
P02768	Q7Z333	2.97122e-01
P02768	A5YKK6	2.97122e-01
P02768	P49619	2.97122e-01
P02768	Q9UPM8	2.97122e-01
P02768	P17676	5.06777e-01
P02768	P02538	2.97122e-01
P02768	Q13009	2.97122e-01
P02768	P00746	2.97122e-01
P02768	Q6ZMN7	2.97122e-01
P02768	P02533	2.97122e-01
P02768	Q9Y259	2.97122e-01
P02768	Q9UJS0	2.97122e-01
P02768	Q9GZU2	2.97122e-01
P02768	P0C0L4	2.97122e-01
P02768	P04183	1.99474e-01
P02768	P02652	2.97122e-01
P02768	P02655	2.97122e-01
P02768	P02654	2.97122e-01
P02768	P02656	2.97122e-01
P02768	Q9BXS5	2.97122e-01
P02768	Q9Y6Q9	2.97122e-01
P02768	Q9UBP0	2.97122e-01
P02768	O60500	2.97122e-01
P02768	O60504	2.97122e-01
P02768	Q9Y6Y1	2.97122e-01
P02768	P01614	2.97122e-01
P02768	Q9C0F1	2.97122e-01
P02768	P16871	5.06777e-01
P02768	Q32MK0	2.97122e-01
P02768	Q8NDX5	2.97122e-01
P02768	P62495	2.97122e-01
P05386	P18621	3.82602e-01
P05386	P50914	3.82602e-01
P05386	P62424	3.82602e-01
P05386	P62906	3.82602e-01
P05386	P47914	3.82602e-01
P05386	Q9UNX3	3.82602e-01
P05386	Q9Y3U8	3.82602e-01
P05386	Q9NPI1	6.09872e-01
P05386	P83881	3.82602e-01
P05386	Q00005	4.93187e-01
P05386	O14735	1.99474e-01
P05386	P42766	3.82602e-01
P05386	P13693	1.99474e-01
P05386	P62888	3.82602e-01
P05386	P15927	3.82602e-01
P05386	P46776	3.82602e-01
P05386	P61513	3.82602e-01
P05386	P62913	3.82602e-01
P05386	P30050	3.82602e-01
P05386	P61254	3.82602e-01
P05386	P62917	3.82602e-01
P05386	P05387	3.82602e-01
P05386	Q92901	3.82602e-01
P05386	P62891	3.82602e-01
P05386	P62750	3.82602e-01
P05386	O60684	3.82602e-01
P05386	P62829	3.82602e-01
P05386	Q9UK32	1.99474e-01
P05386	P62899	3.82602e-01
P05386	P18077	3.82602e-01
P05386	P62714	1.99474e-01
P05386	P26373	3.82602e-01
P05386	P36578	3.82602e-01
P05386	P60709	3.82602e-01
P05386	P62910	3.82602e-01
P05386	P05388	3.82602e-01
P05386	O43809	6.09872e-01
P05386	Q02543	3.82602e-01
P05386	O95563	3.82602e-01
P05386	P39023	3.82602e-01
P05386	P61353	3.82602e-01
P05386	P61077	1.99474e-01
P05386	Q5T3J3	6.09872e-01
P05386	O60925	5.74756e-01
P05386	P61313	3.82602e-01
P05386	P46778	3.82602e-01
P05386	P46779	3.82602e-01
P05386	O95989	5.74756e-01
P05386	P62945	3.82602e-01
P05386	P84098	3.82602e-01
P05386	P35268	3.82602e-01
P05386	P21246	6.09872e-01
P05386	P46459	6.09872e-01
P05386	P49207	3.82602e-01
P05386	P63173	3.82602e-01
P05386	Q9GZQ8	1.99474e-01
P05386	P46777	3.82602e-01
P05386	Q02878	3.82602e-01
P05386	P21673	6.09872e-01
P05386	Q15750	1.99474e-01
P05386	P51681	3.82602e-01
P05386	P18124	3.82602e-01
P05386	P68104	3.82602e-01
P05386	P56134	5.74756e-01
P05386	P27635	3.82602e-01
P05386	Q53EL6	3.82602e-01
P05386	P40429	3.82602e-01
P05386	O00193	1.99474e-01
P05386	Q86YJ7	6.09872e-01
P05386	Q6ZRI6	6.09872e-01
P05386	Q9H1I8	6.09872e-01
P05386	P83731	3.82602e-01
P05386	P62987	3.82602e-01
P05386	Q07020	3.82602e-01
P05386	Q07021	3.82602e-01
P05386	P49841	1.99474e-01
P05386	P32969	3.82602e-01
P05386	O75956	1.99474e-01
P05386	Q9H840	1.99474e-01
P05386	Q13885	6.09872e-01
P05386	Q5UIP0	3.82602e-01
P05386	P61927	3.82602e-01
P05386	P12956	5.74756e-01
P05387	P18621	3.82602e-01
P05387	P05386	3.82602e-01
P05387	P50914	3.82602e-01
P05387	P47914	3.82602e-01
P05387	P05388	3.82602e-01
P05387	Q9Y3U8	3.82602e-01
P05387	Q01201	7.50000e-01
P05387	Q9UQ80	3.82602e-01
P05387	Q00005	4.93187e-01
P05387	P62424	3.82602e-01
P05387	Q9P2G9	3.82602e-01
P05387	P42766	3.82602e-01
P05387	P49207	3.82602e-01
P05387	P62910	3.82602e-01
P05387	Q9Y6K9	7.50000e-01
P05387	P30050	3.82602e-01
P05387	P62913	3.82602e-01
P05387	P61513	3.82602e-01
P05387	P61254	3.82602e-01
P05387	P62917	3.82602e-01
P05387	Q92901	3.82602e-01
P05387	P62993	3.82602e-01
P05387	P62891	3.82602e-01
P05387	P62750	3.82602e-01
P05387	Q13233	7.50000e-01
P05387	P62899	3.82602e-01
P05387	P18077	3.82602e-01
P05387	P26373	3.82602e-01
P05387	P36578	3.82602e-01
P05387	P63173	3.82602e-01
P05387	P46776	3.82602e-01
P05387	Q9UNX3	3.82602e-01
P05387	Q02543	3.82602e-01
P05387	P62906	3.82602e-01
P05387	P39023	3.82602e-01
P05387	P61353	3.82602e-01
P05387	P46777	3.82602e-01
